user,item
121,417
121,105
121,1255
121,92
121,469
121,3808
121,1810
121,483
121,571
121,716
121,2405
121,2735
121,917
121,1965
121,1099
121,950
121,234
121,272
121,90
121,79
121,2360
121,3758
121,2223
121,26
121,2437
121,305
121,2743
121,70
121,20
121,1109
121,478
121,3229
121,58
121,1813
121,4081
121,3
121,668
121,1679
121,1252
121,721
121,831
121,755
121,28
121,433
121,259
121,154
121,2090
121,316
121,1621
121,686
121,201
121,572
121,3122
121,285
121,430
121,229
121,237
121,1670
121,898
121,301
121,1033
121,2217
121,647
121,69
121,25
121,205
121,2177
121,1244
121,193
121,3401
121,1394
121,3956
121,1604
121,551
121,2196
121,8
121,3419
121,33
121,2467
121,2463
121,174
121,1729
121,89
122,3464
122,1519
122,3851
122,25
122,11
122,3661
122,273
122,69
122,9
122,591
122,2180
122,575
122,16
122,40
123,17
123,3376
123,1465
123,3974
123,3931
123,3473
123,3921
123,2247
123,932
123,1148
123,2417
123,1774
123,2102
123,3169
123,1257
123,2494
123,2965
123,1896
123,3823
123,3606
123,3451
123,3912
123,3631
123,3829
123,821
123,130
123,3434
123,290
123,1097
123,1206
123,3349
123,1389
123,3563
123,3003
123,2549
123,3270
123,4048
123,2919
123,1857
123,1390
123,1920
123,3345
123,654
123,3429
123,3996
123,3763
123,2775
123,3591
123,652
123,91
123,2916
123,3893
123,3530
123,3146
123,775
123,3569
123,3792
123,1687
123,3312
123,2771
123,3762
123,3555
123,3719
123,1668
123,3652
123,1849
123,1756
123,2218
123,1993
123,2437
123,974
123,3252
123,3499
123,3534
123,3151
123,2670
123,1126
123,2132
123,4076
123,3944
123,3327
124,374
124,3024
124,17
124,167
124,16
125,329
125,78
125,273
125,322
125,3
125,2812
125,263
125,689
125,166
125,492
125,16
125,167
125,944
125,2842
125,21
126,94
126,16
126,844
126,65
126,14
126,249
126,280
126,355
126,9
126,594
126,319
126,45
126,1055
126,136
126,2552
126,234
126,545
126,623
126,111
126,132
126,731
126,2119
126,906
126,103
126,1120
126,207
126,334
126,752
126,967
126,233
126,31
126,262
126,915
126,17
126,2715
126,482
127,39
127,889
127,65
127,5
127,239
127,246
127,624
127,114
127,1059
127,419
127,1855
127,3395
127,1086
127,0
127,229
127,17
127,1449
127,486
127,21
128,508
128,234
128,264
128,309
128,616
128,1259
128,197
128,17
128,138
128,1365
128,1872
128,979
128,1790
128,374
128,1758
128,477
128,1522
128,65
128,259
128,350
128,79
128,5
128,266
128,552
128,826
128,431
128,103
128,95
128,1454
128,311
128,1604
128,930
128,1052
128,783
128,73
128,711
128,23
128,31
128,691
128,1576
128,3
128,323
128,929
128,227
128,464
128,25
128,1512
128,615
128,237
128,232
128,2560
128,11
128,59
128,539
128,766
128,77
128,1069
128,272
128,1288
128,116
128,1051
128,586
128,655
128,316
128,230
128,273
128,135
128,471
129,1461
129,1321
129,25
129,165
129,9
129,1827
129,1710
129,374
129,78
129,566
129,255
130,155
130,1107
130,2597
130,143
130,95
130,1250
130,119
130,2493
130,1268
130,739
130,603
130,311
130,209
130,362
130,2949
130,167
130,2348
130,276
130,3663
130,784
130,1262
130,950
130,20
130,301
130,290
130,291
130,98
130,101
130,846
130,567
130,34
130,414
130,207
130,898
130,9
130,566
130,518
130,162
130,192
130,1101
130,1320
130,1222
130,318
130,237
130,197
130,1194
130,18
130,449
130,661
130,482
130,521
130,1679
130,82
130,77
130,435
130,229
130,275
130,3676
130,329
130,838
130,319
130,38
130,625
130,0
130,264
130,136
130,582
130,133
130,554
130,905
130,350
130,14
130,2402
130,799
130,1290
130,123
130,377
130,26
130,102
130,2
130,137
130,2168
130,867
130,757
130,506
130,246
130,1305
130,2906
130,549
130,1737
130,33
130,3138
130,59
130,181
130,31
130,114
130,478
130,798
130,316
130,326
130,45
130,221
130,572
130,1688
130,40
130,1165
130,1751
130,324
130,11
130,444
130,315
130,389
130,262
130,39
130,69
130,85
130,37
130,79
130,1924
130,706
130,266
130,386
130,273
130,35
130,226
130,54
130,57
130,2724
130,832
130,1477
130,65
130,71
130,1183
130,234
130,550
130,1970
130,305
130,260
130,2517
130,534
130,295
130,17
130,2458
130,1018
130,1353
130,272
130,594
130,924
130,2119
130,512
130,1493
130,657
131,172
131,16
131,9
131,2691
131,2841
131,2404
131,475
131,918
131,25
131,1341
132,3374
132,383
132,808
132,1015
132,33
132,1721
132,2290
132,622
132,28
132,136
132,1026
132,16
132,97
132,120
132,204
132,274
132,1995
132,65
132,30
132,21
132,143
132,167
132,58
132,347
132,2114
132,29
132,2970
132,26
133,9
133,114
133,280
133,17
133,21
133,11
133,115
133,351
133,417
133,136
133,16
133,764
134,17
134,244
134,777
134,21
134,2556
134,78
134,25
134,49
134,114
134,9
134,89
134,3311
134,167
135,237
135,921
135,1970
135,41
135,2493
135,135
135,1762
135,273
135,97
135,77
135,2384
135,16
135,3929
135,3296
135,2588
135,3703
135,3057
135,25
135,79
135,319
135,2179
135,9
135,71
135,2438
135,323
135,1293
135,275
135,883
135,100
135,5
135,166
135,69
135,513
135,3279
135,208
135,3
135,534
135,197
135,706
135,552
135,259
135,350
135,138
135,336
135,1502
135,1990
135,3879
135,599
135,116
135,575
135,2781
135,29
135,472
135,1367
135,476
135,1029
135,291
135,2909
135,167
135,209
135,3471
135,21
135,262
135,655
135,31
135,3907
135,1230
135,264
135,181
135,266
135,2023
135,1477
135,65
135,769
135,103
135,2678
135,88
135,586
135,106
135,562
135,556
135,2348
135,141
135,249
136,232
136,3219
136,371
136,9
136,200
136,539
136,3487
136,2163
136,365
136,229
136,1011
136,3678
136,1067
136,1187
136,1012
136,21
136,1475
136,17
136,2181
136,114
136,3781
136,1751
136,16
137,552
137,181
137,104
137,264
137,114
137,155
137,275
137,1864
137,1134
137,69
137,655
137,138
137,94
137,631
137,586
137,1016
137,227
137,3399
137,95
137,1512
137,1371
137,2810
137,1051
137,350
137,420
137,39
137,31
137,2333
137,311
137,1627
137,407
137,170
137,16
137,323
137,549
137,79
137,266
137,667
138,266
138,2253
138,586
138,54
138,105
138,197
138,51
138,254
138,453
138,167
138,371
138,655
138,1690
138,138
138,21
138,95
138,826
138,16
138,2654
138,103
138,162
138,3
138,1016
138,1407
138,19
138,11
138,465
138,31
138,1486
138,39
138,1933
138,227
138,25
138,228
138,65
138,40
138,135
138,2155
138,337
138,311
138,3625
138,74
138,187
138,181
138,275
138,1421
139,3687
139,1669
139,33
139,200
139,5
139,16
139,1411
139,1731
139,14
139,1713
139,11
139,106
140,3246
140,2577
140,844
140,1851
140,1015
140,3588
140,234
140,2996
140,4040
140,3896
140,1132
140,759
140,3179
140,513
140,979
140,3900
140,28
140,264
140,1755
140,227
140,1633
140,464
140,1252
140,1110
140,2070
140,3756
140,187
140,349
140,133
140,2239
140,197
140,3544
140,3592
140,249
140,4013
140,1026
140,373
140,795
140,4001
140,2046
140,3287
140,1883
140,3948
140,14
140,201
140,622
140,58
140,4061
140,2943
140,2322
140,290
140,3368
140,2237
140,808
140,2302
140,364
140,3241
140,1629
140,898
140,204
140,33
140,1427
140,16
140,764
140,476
140,274
140,69
140,3426
140,1959
140,143
140,1316
140,757
140,3938
140,1401
140,384
140,259
140,3988
140,3610
140,572
140,120
140,2874
140,329
140,1995
140,383
140,594
141,464
141,323
141,1965
141,166
141,242
141,400
141,44
141,1725
141,181
141,3
141,1536
141,1638
141,669
141,1790
141,175
141,5
141,374
141,1030
141,71
141,1893
141,1522
141,69
141,2377
141,731
141,1191
141,409
141,95
141,1585
141,1527
141,138
141,10
141,2762
141,691
141,41
141,1872
141,136
141,3908
141,930
141,453
141,503
141,212
141,3330
141,1620
141,2129
141,264
141,1576
141,31
141,552
141,39
141,77
141,3154
141,284
141,56
141,2732
141,492
141,367
141,209
141,226
141,350
141,333
141,311
141,275
141,389
141,232
141,20
141,431
141,92
141,650
141,315
141,3017
141,407
141,135
141,266
141,655
141,1045
141,272
141,711
142,350
142,39
142,655
142,323
142,2658
142,197
142,95
142,5
142,2124
142,407
142,275
142,266
142,160
142,3
142,65
142,209
142,135
142,3543
142,73
142,311
142,79
142,181
142,16
142,1034
142,9
142,17
142,31
143,16
143,3854
143,572
143,935
143,1995
143,1688
143,474
143,1222
143,633
143,2681
143,201
143,844
143,1802
143,1004
143,39
143,233
143,315
143,65
143,1188
143,200
143,1534
143,1254
143,374
143,534
143,119
143,906
143,1932
143,706
143,617
143,0
143,334
143,107
143,860
143,178
143,21
144,36
144,727
144,170
144,25
144,1411
144,17
144,2545
144,3072
144,836
144,49
144,2666
144,9
144,3550
144,518
144,33
144,16
144,209
144,829
144,318
144,1792
144,3
144,11
144,106
144,1079
144,1900
144,77
144,412
144,54
144,650
144,307
144,922
144,78
145,167
145,2419
145,272
145,1355
145,2142
145,65
145,3059
145,25
145,368
145,2435
145,3651
145,492
145,41
145,3594
145,1923
145,3634
145,518
145,1051
145,108
145,100
145,761
145,262
146,209
146,1133
146,383
146,2984
146,979
146,311
146,350
146,227
146,1401
146,1564
146,323
146,25
146,374
146,1149
146,368
146,364
146,15
146,121
146,1633
146,1026
146,520
146,347
146,572
146,204
146,133
146,1732
146,1919
146,79
146,2904
146,181
146,272
146,2018
146,69
146,73
146,927
146,2084
146,1088
146,808
146,622
146,2013
146,3515
146,183
146,3267
146,3539
146,1912
146,109
146,1995
146,2746
146,164
146,92
146,29
146,342
146,31
146,264
146,1827
146,1252
146,58
146,476
146,521
146,201
146,33
146,34
146,2498
146,316
147,11
147,412
147,112
147,21
147,59
147,89
147,16
147,1223
147,14
147,512
147,5
148,16
148,25
148,371
148,59
148,31
148,306
148,2480
148,113
148,5
148,362
148,272
148,3047
148,1099
148,71
148,17
148,867
148,2203
148,9
149,21
149,25
149,2406
149,1621
149,17
149,114
149,307
149,16
149,9
149,20
149,1916
150,43
150,546
150,65
150,26
150,21
150,3013
150,136
150,16
150,228
151,3064
151,2630
151,374
151,165
151,3589
151,2470
151,166
151,118
151,2391
151,21
151,705
151,2022
151,474
151,329
151,131
152,237
152,535
152,3156
152,1537
152,3467
152,586
152,121
152,2095
152,218
152,26
152,405
152,9
152,1142
152,3178
152,4057
152,1139
152,33
152,229
152,2580
152,1738
153,323
153,138
153,78
153,197
153,227
153,31
153,122
153,95
153,311
153,135
153,307
153,94
153,230
153,9
153,586
153,3000
153,79
153,266
153,552
153,116
153,198
153,1621
153,350
153,25
153,347
153,209
153,14
153,181
153,3275
153,65
153,29
153,33
153,1057
153,655
153,1727
153,389
153,561
153,3668
153,407
153,1698
153,1647
153,264
153,453
153,89
153,2301
153,346
153,3
154,5
154,436
154,1142
154,9
154,1368
154,1895
154,16
154,2040
154,40
154,1562
154,74
154,1758
155,1714
155,757
155,3213
155,3
155,477
155,89
155,819
155,59
155,1107
155,9
155,1268
155,297
155,114
155,3215
155,3934
155,1163
155,534
155,69
155,518
155,616
155,625
155,34
155,1790
155,1248
155,694
155,4052
155,2689
155,2243
155,261
155,155
155,1414
155,950
155,449
155,1585
155,197
155,267
155,273
155,41
155,14
155,275
155,111
155,234
155,2908
155,133
155,425
155,3106
155,319
155,1287
155,657
155,1872
155,1679
155,1798
155,17
155,123
155,881
155,237
156,1033
156,141
156,30
156,1975
156,242
156,3402
156,385
156,706
156,1266
156,59
156,2438
156,71
156,181
156,125
156,1188
156,3663
156,1620
156,1222
156,39
156,1149
156,1679
156,21
156,85
156,17
156,436
156,2217
156,536
156,103
156,41
156,201
156,377
156,3282
156,3136
156,133
156,356
156,97
156,890
156,132
156,259
156,209
157,3288
157,586
157,844
157,3257
157,2234
157,142
157,1426
157,3084
157,167
157,263
157,536
157,2790
157,25
157,17
157,442
157,266
157,1065
157,3281
157,806
157,79
157,465
157,2742
157,1358
157,33
157,254
157,2764
157,272
157,102
157,197
157,1949
157,2665
157,1405
157,138
157,655
157,2974
157,39
157,280
157,95
157,21
157,135
157,1429
157,65
157,3239
157,274
157,318
157,492
157,69
157,155
157,3433
157,200
157,3522
157,534
157,2650
157,181
157,223
157,103
157,374
157,453
157,1496
157,411
157,311
157,209
157,16
157,941
158,9
158,88
158,1105
158,166
158,31
158,5
158,222
158,200
158,70
158,577
158,3493
158,21
158,114
158,371
158,2189
158,329
158,69
158,2923
158,750
158,155
158,80
158,102
158,126
158,3919
158,628
158,113
158,1879
158,534
159,1060
159,766
159,138
159,464
159,102
159,259
159,1817
159,615
159,17
159,311
159,431
159,39
159,21
159,95
159,316
159,209
159,25
159,711
159,407
159,453
159,1051
159,26
159,103
159,16
159,333
159,1069
159,135
159,1887
159,930
159,266
159,275
159,586
159,141
159,14
159,655
159,3
159,269
159,31
159,116
159,1576
159,65
159,1872
159,323
159,616
159,471
159,237
159,430
159,9
159,232
159,1259
159,79
159,15
159,1522
159,230
159,5
159,2631
159,72
159,2263
159,166
159,979
159,227
159,579
159,59
159,260
159,181
160,295
160,71
160,119
160,38
160,838
160,16
160,1
160,1232
160,129
160,136
160,661
160,221
160,1511
160,246
160,123
160,25
160,5
160,1107
160,59
160,1266
160,9
160,226
160,157
160,3
160,17
160,69
160,615
160,444
160,575
160,98
160,41
160,267
160,155
160,698
160,385
160,237
160,305
160,1222
160,21
160,149
160,844
160,11
160,114
160,97
160,368
160,377
160,6
160,137
160,205
160,45
161,15
161,266
161,138
161,552
161,1268
161,113
161,455
161,167
161,208
161,2186
161,17
161,356
161,123
161,260
161,832
161,229
161,586
161,6
161,136
161,323
161,264
161,21
161,2906
161,319
161,1250
161,2377
161,3007
161,453
161,1751
161,272
161,135
161,711
161,838
161,1538
161,1038
161,291
161,389
161,377
161,39
161,262
161,1511
161,69
161,655
161,175
161,1191
161,95
161,1410
161,311
161,2333
161,2977
161,444
161,2880
161,2493
161,232
161,23
161,368
161,883
161,1045
161,2949
161,324
161,1262
161,727
161,11
161,38
161,242
161,148
161,350
161,71
161,950
161,1864
161,722
161,549
161,3215
161,436
161,819
161,3
161,400
161,2348
161,9
161,1627
161,249
161,141
161,1470
161,706
161,1965
161,77
161,331
161,967
161,54
161,197
161,116
161,98
161,41
161,1496
161,3196
161,615
161,1220
161,132
161,633
161,35
161,101
161,173
161,275
161,1502
161,915
161,844
161,1030
161,2229
161,133
161,1016
161,212
161,757
161,2934
161,79
161,2778
161,154
161,1018
161,1477
161,37
161,351
161,2597
161,89
161,45
161,168
161,1322
161,221
161,246
161,209
162,377
162,385
162,661
162,3
162,3240
162,1107
162,488
162,374
162,16
162,356
162,31
162,79
162,1589
162,205
162,21
162,11
162,1223
162,272
162,264
162,3165
162,1165
162,114
162,1060
162,136
162,1222
162,226
162,266
162,306
162,312
162,295
162,615
162,41
162,14
162,246
162,137
162,536
162,1248
162,1476
163,1368
163,14
163,1642
163,9
163,798
163,1250
163,69
163,3554
163,17
163,106
163,39
163,2662
163,2705
163,23
163,21
164,21
164,106
164,273
164,209
164,311
164,5
164,16
164,3
164,575
164,17
165,209
165,272
165,33
165,5
165,1365
165,311
165,80
165,43
165,68
165,275
165,552
165,155
165,731
165,2430
165,323
165,21
165,414
165,95
165,409
165,307
165,135
165,88
165,407
165,1445
165,69
165,280
165,957
165,333
165,156
165,1256
165,66
165,31
165,423
165,92
165,0
165,78
165,197
165,453
165,138
165,3
165,16
165,1051
165,48
165,264
165,65
165,655
165,251
165,116
165,2314
165,10
165,1386
165,586
165,740
165,79
165,181
165,1415
165,889
165,492
165,39
165,266
165,493
166,1775
166,103
166,321
166,271
166,1169
166,508
166,1233
166,856
166,655
166,829
166,755
166,89
166,280
166,746
166,1192
167,25
167,31
167,39
167,311
167,453
167,17
167,74
167,350
167,407
167,655
167,116
167,5
167,11
167,21
167,266
167,1365
167,197
167,181
167,275
167,3940
167,135
167,552
167,69
167,79
167,242
167,16
167,43
167,309
167,323
167,264
168,379
168,209
168,338
168,17
168,14
168,26
168,1671
168,1249
168,16
168,2477
168,251
168,9
168,25
168,712
168,181
168,2219
169,444
169,1296
169,54
169,1044
169,2871
169,894
169,923
169,19
169,448
169,17
169,246
169,783
169,354
169,154
169,3538
169,1482
169,616
169,2021
169,28
169,3637
169,139
169,1759
169,2266
169,20
169,106
169,349
169,1756
169,536
169,0
169,584
169,676
169,3081
169,136
169,33
169,3636
169,1972
169,272
169,83
169,2201
169,312
169,2134
169,3458
169,1827
169,1198
169,522
169,385
169,209
169,59
169,1670
169,301
169,377
169,636
169,98
169,277
169,229
169,1700
169,356
169,1295
169,3968
169,40
169,311
169,539
169,1496
169,1165
169,39
169,187
169,620
169,3841
169,2806
169,264
169,3019
169,242
169,642
169,178
169,4023
170,21
170,40
170,582
170,2766
170,4034
170,1979
170,848
170,866
171,785
171,1577
171,687
171,181
171,272
171,3130
171,2612
171,552
171,2684
171,1496
171,1932
171,2457
171,21
171,323
171,59
171,779
171,155
171,1065
171,266
171,138
171,1482
171,135
171,2238
171,844
171,209
171,39
171,1607
171,1554
171,1044
171,2216
171,95
171,2985
171,1741
171,17
171,77
171,407
171,144
171,2726
171,79
171,3157
171,16
171,197
171,2818
171,275
171,1229
171,586
171,2668
171,2175
171,227
171,406
171,453
171,3616
171,116
171,3951
171,3835
171,2437
171,759
171,290
171,603
171,369
171,25
171,1359
171,569
171,3949
172,417
172,318
172,65
172,17
172,1230
172,39
172,748
172,354
172,2986
172,11
172,1248
172,25
172,167
172,9
172,1938
172,415
172,200
172,33
172,319
172,107
172,35
172,227
172,114
172,272
172,49
172,21
172,106
172,16
173,21
173,5
173,25
173,28
173,45
173,26
173,505
173,154
174,103
174,319
174,9
174,35
174,269
174,106
174,815
174,200
174,88
174,22
174,294
174,956
174,77
174,65
174,25
174,21
174,3139
174,11
174,347
174,3694
174,17
174,214
174,465
174,375
174,16
174,1230
174,33
175,621
175,136
175,2852
175,2652
175,78
175,383
175,155
175,1633
175,9
175,46
175,384
175,2053
175,2075
175,1995
175,347
175,28
175,120
175,3995
175,97
175,519
175,1889
175,21
175,114
175,80
175,143
175,323
175,911
175,429
175,197
175,147
175,350
175,364
175,946
175,1784
175,868
175,1252
175,204
175,30
175,3176
175,696
175,586
175,65
175,3809
175,1019
175,3302
175,2149
175,88
175,616
175,39
175,808
175,622
175,2147
175,4022
175,281
175,785
175,585
175,2840
175,31
176,179
176,5
176,591
176,28
176,575
176,622
176,102
176,808
176,25
176,40
176,167
176,274
176,1149
176,200
176,92
176,88
176,1625
176,4051
176,58
176,867
176,364
176,78
176,4006
176,1564
176,3603
176,562
176,287
176,1974
176,3237
176,3943
176,3147
176,254
176,114
176,921
176,33
176,3245
176,9
176,1776
176,228
176,1818
176,97
176,204
176,21
176,1995
176,3338
176,903
176,2214
176,166
176,4028
176,31
176,383
176,69
176,1534
176,1121
176,2167
176,47
176,2201
176,371
176,1026
176,414
176,374
176,120
177,2570
177,16
177,2441
177,17
177,65
177,489
177,1387
177,151
178,706
178,25
178,78
178,1222
178,72
178,185
178,16
178,790
178,314
178,149
178,3364
178,11
178,3357
178,175
178,1368
178,247
178,611
178,17
178,9
179,11
179,227
179,0
179,14
179,9
179,1588
179,767
179,89
179,1743
179,584
179,374
179,25
179,3077
179,752
179,142
179,1277
180,21
180,1918
180,319
180,1387
180,200
180,17
180,552
180,102
180,5
180,374
181,114
181,1193
181,17
181,364
181,752
181,20
181,1292
181,1394
181,1466
181,233
181,1047
181,167
181,1061
181,935
181,285
181,21
181,209
181,592
181,178
181,380
181,214
181,379
181,1065
181,45
181,0
181,83
181,44
181,16
181,272
181,136
181,28
181,132
182,1537
182,2721
182,152
182,38
182,17
182,1850
182,453
182,372
182,2283
182,2345
182,25
182,2080
183,3500
183,128
183,4075
183,17
183,1844
183,348
183,9
183,48
183,141
183,2357
183,3714
183,2738
183,1984
183,1624
183,3225
183,351
183,33
184,99
184,234
184,2217
184,686
184,906
184,482
184,436
184,377
184,100
184,373
184,2368
184,157
184,1252
184,201
184,1402
184,271
184,672
184,397
184,16
184,898
184,312
184,79
184,2191
184,17
184,1168
184,1679
184,979
184,229
184,665
184,41
184,757
184,476
184,721
184,1525
184,3750
184,246
184,1165
184,65
184,950
184,1134
184,295
184,155
184,356
184,209
184,40
184,301
184,1188
184,141
184,3510
184,908
184,856
184,277
184,379
184,2541
184,9
184,1033
184,3
184,26
184,69
184,385
184,444
184,143
184,509
184,661
184,2766
184,2613
184,5
184,542
184,207
184,8
184,148
184,241
184,137
184,551
184,2607
184,494
184,242
184,1530
184,2138
184,133
184,296
184,2884
184,259
184,71
184,249
185,1294
185,65
185,9
185,323
185,33
185,528
185,753
185,1283
185,11
185,2610
185,430
185,826
185,1326
185,272
185,402
185,1500
185,3612
185,103
185,256
185,16
186,276
186,154
186,102
186,48
186,211
186,924
186,70
186,114
186,5
186,456
186,1320
186,3632
186,362
186,192
186,94
186,17
186,9
186,3
186,2146
186,21
186,1305
186,16
186,726
186,283
186,963
186,14
186,89
186,255
186,11
186,0
186,1482
186,3480
186,1679
186,54
186,106
187,766
187,2514
187,1694
187,68
187,572
187,275
187,374
187,979
187,264
187,453
187,1906
187,26
187,65
187,340
187,104
187,307
187,232
187,1551
187,39
187,205
187,48
187,459
187,945
187,1873
187,1576
187,2737
187,176
187,181
187,234
187,503
187,16
187,1271
187,1361
187,1512
187,1052
187,315
187,17
187,88
187,477
187,212
187,616
187,414
187,731
187,2011
187,409
187,1935
187,1470
187,485
187,167
187,263
187,197
187,3096
187,190
187,464
187,77
187,1872
187,78
187,1522
187,155
187,1259
187,31
187,1134
187,350
187,1178
187,72
187,516
187,266
187,655
187,69
187,1828
187,603
187,576
187,2377
187,431
187,1424
187,846
187,3
187,3660
187,359
187,493
187,0
187,930
187,1944
187,711
187,1790
187,73
187,430
187,1051
187,1357
187,423
187,678
187,492
187,3163
187,1030
187,1799
187,156
187,272
187,1045
187,166
187,5
187,669
187,323
187,287
187,10
187,311
187,1060
187,136
187,54
187,237
187,95
187,316
187,371
187,615
187,251
187,1544
187,1191
187,552
187,2642
188,405
188,42
188,272
188,33
188,1327
188,25
188,9
188,1404
188,35
188,17
188,78
188,88
188,243
188,21
188,65
188,114
188,1952
188,1541
188,584
188,780
188,2254
188,2032
188,0
188,83
188,97
188,764
188,136
188,80
189,242
189,71
189,141
189,1165
189,436
189,157
189,377
189,26
189,98
189,264
189,385
189,661
189,1107
189,277
189,356
189,59
189,17
189,41
189,137
189,9
190,1043
190,2537
190,979
190,20
190,581
190,21
190,16
190,65
190,1745
190,136
190,474
190,2990
190,430
190,3413
190,414
190,1182
190,889
190,3911
190,374
190,768
190,9
191,1015
191,73
191,39
191,16
191,21
191,17
191,2844
192,2959
192,1843
192,4033
192,2123
192,3220
192,1113
192,3579
192,1623
192,66
192,1945
192,1186
192,200
192,16
192,2544
192,1777
192,327
192,526
192,634
192,40
192,0
192,542
192,374
192,492
192,3702
192,2403
192,3932
192,347
192,558
192,3706
192,3276
193,2258
193,364
193,201
193,1671
193,16
193,3915
193,209
193,168
193,808
193,264
193,1305
193,58
193,415
193,247
193,133
193,28
193,71
193,373
193,755
193,167
193,1149
193,271
193,242
193,204
193,757
193,440
193,3186
193,4062
193,306
193,572
193,3567
193,8
193,979
193,69
193,622
193,594
193,1954
193,898
193,68
193,1252
193,556
193,2557
193,31
193,103
193,33
193,200
193,2179
193,88
193,3601
193,1564
193,26
193,3566
193,3665
193,3803
193,384
193,1015
193,1970
193,120
193,3324
193,1026
193,1595
193,1401
193,439
193,564
193,316
193,780
193,30
193,2452
193,17
193,25
193,668
193,476
193,329
193,318
193,21
193,1442
193,3416
193,3
193,5
193,159
193,272
193,34
193,108
193,274
193,259
193,3294
193,97
193,349
193,3028
193,383
193,11
193,313
193,3559
193,1155
194,1077
194,17
194,1482
194,77
194,713
194,65
194,25
194,45
194,1244
194,99
194,114
194,21
194,1597
194,200
194,9
194,137
194,1894
194,16
195,161
195,188
195,14
195,1136
195,1581
195,1548
195,780
195,952
195,1324
195,1723
195,1768
195,49
195,2259
195,25
195,466
195,16
195,1561
195,953
195,484
195,354
195,343
195,1161
195,972
195,3149
195,488
195,1824
195,1553
195,928
195,1158
195,160
195,1159
195,311
195,3356
195,2099
195,801
195,1295
195,21
196,839
196,718
196,995
196,2759
196,314
196,175
196,3
196,426
196,1635
196,163
196,9
197,94
197,17
197,0
197,550
197,1688
197,506
197,890
197,227
197,1220
197,259
197,1737
197,209
197,414
197,200
197,319
197,155
197,439
197,2348
197,1091
197,435
197,552
197,554
197,2493
197,2402
197,633
197,905
197,89
197,582
197,311
197,312
197,3
197,39
197,273
197,1183
197,16
197,567
197,846
197,867
197,1262
197,25
197,11
197,798
197,534
197,167
197,512
197,572
197,1679
197,492
197,1052
197,21
197,114
198,2581
198,664
198,447
198,2014
198,65
198,3385
198,71
198,1347
198,21
198,2309
198,17
198,3227
198,162
199,920
199,863
199,1740
199,169
199,1420
199,3521
199,28
199,25
199,16
199,325
199,1181
199,21
200,143
200,45
200,465
200,935
200,21
200,40
200,2365
200,106
200,16
200,752
200,3
200,483
200,83
200,28
200,492
200,136
200,39
200,20
200,842
200,1092
200,30
200,186
200,132
200,592
200,205
200,92
200,1061
200,44
200,233
200,3840
200,2011
200,2931
200,48
200,731
200,3061
200,285
200,170
200,33
200,58
200,714
200,43
200,254
200,942
200,17
200,364
200,3304
200,3002
200,1388
200,946
200,2236
200,908
200,706
200,379
200,496
200,856
200,271
201,556
201,102
201,167
201,103
201,181
201,200
201,5
201,138
201,16
201,9
201,554
201,21
201,1868
202,177
202,136
203,11
203,17
203,3
203,1757
203,103
203,114
203,65
203,436
204,223
204,28
204,3107
204,803
204,469
204,57
204,3
204,140
204,1032
204,285
204,915
204,1004
204,1342
204,39
204,616
204,377
204,59
204,417
204,45
204,364
204,752
204,1394
204,598
204,44
204,536
204,716
204,20
204,33
204,1061
204,860
204,731
204,23
204,233
204,98
204,58
204,71
204,356
204,136
204,83
204,385
204,51
204,318
204,1802
205,25
205,167
206,71
206,312
206,2098
206,88
206,16
206,168
206,110
206,855
206,3119
206,644
206,167
206,1112
206,3642
206,592
206,59
206,462
206,239
206,545
206,894
206,40
206,3546
206,83
206,364
206,354
206,306
206,518
206,21
206,1696
206,200
206,275
206,1714
206,849
206,1867
206,279
206,1464
206,9
206,622
206,1656
206,449
206,3144
206,2895
206,2801
206,1701
206,1266
206,41
206,272
206,106
207,5
208,5
208,1674
208,319
208,0
208,323
208,73
208,350
208,264
208,574
208,261
208,936
208,2482
208,326
208,933
208,65
208,3129
208,2306
208,266
208,95
208,197
208,180
208,311
208,39
208,3683
208,135
208,186
208,2368
208,552
208,262
208,2774
208,655
208,524
208,3180
208,1638
208,181
208,2555
208,3
208,586
208,1970
208,1091
208,3469
208,975
208,132
208,407
208,207
209,2112
209,315
209,347
209,77
209,809
209,691
209,209
209,2666
209,773
209,323
209,2195
209,5
209,1141
209,138
209,586
209,2888
209,2626
209,21
209,3386
209,812
209,786
209,1790
209,95
209,1872
209,471
209,1451
209,374
209,552
209,711
209,2194
209,722
209,181
209,3020
209,1592
209,2990
209,349
209,79
209,3207
209,200
209,266
209,16
209,453
209,1888
209,305
209,2870
209,135
209,1493
209,3588
209,1353
209,272
209,615
209,757
209,173
209,759
209,1292
209,232
209,766
209,904
209,264
209,116
209,290
209,710
209,329
209,1109
209,1942
209,69
209,35
209,1585
209,594
209,82
209,350
209,464
209,1576
209,2879
209,311
209,2553
209,2320
209,477
209,229
209,67
209,197
209,203
209,503
209,3
210,301
210,1689
210,197
210,1413
210,371
210,65
210,16
210,951
211,26
211,2935
211,253
211,103
212,114
212,979
212,908
212,226
212,2249
212,2489
212,306
212,17
212,199
212,295
212,1055
212,592
212,482
212,59
212,173
212,266
212,113
212,80
212,905
212,67
212,316
212,83
212,107
212,54
212,155
212,71
212,1014
212,379
212,39
212,351
212,3243
212,353
212,1119
212,25
212,102
212,11
212,932
212,132
212,414
212,2438
212,20
212,2215
212,189
212,290
212,21
212,1117
